1-A-baseline-out,1919.2931018720221,1446.1895814784618,2672.593430477198
1-A-out,0,0,0
1-B-out,1924.0652396499977,1563.9082000529963,2753.3394414681416
1-C-baseline-out,1765.6850251300061,1311.2251832459986,2431.966442647574
1-C-out,1880.648134999999,1740.547116256001,2860.686089488166
10-A-control-out,1158.579541253955,967.6159097307298,1674.5444419783048
10-A-out,1504.4712957413155,1547.2526104273827,2395.6664223171615
10-B-control-out,1760.3860824332598,1407.1707789689026,2513.8911340223817
10-B-out,1542.4762405855688,1657.5440573420249,2543.474582128538
10-C-control-out,1447.08108960305,1225.371772077992,2126.685060441019
10-C-out,1759.4866900152424,1925.2725409069074,2964.5711261261067
11-A-control-out,1696.6935597146578,1189.5165677330174,2283.175336256777
11-A-out,1633.1413037833727,1517.5934801735712,2485.1983164323833
11-B-control-out,1558.913709465502,1126.2510843061507,2129.3189964473286
11-B-out,1576.0805903709459,1331.7864828023799,2297.2239528665427
11-C-control-out,1650.4496336524971,1246.1707580904717,2293.4952858372603
11-C-out,1890.6703161127546,2777.1659168401343,3720.965753188955
12-A-control-out,1196.723658833922,951.1502364950769,1697.3930502279607
12-A-out,1286.2773843854943,1254.0254649225833,2006.380953741311
12-B-control-out,1308.0569447227303,1027.3148693476937,1844.65615096707
12-B-out,1416.3245141908515,1586.3445567090193,2370.9080952829554
12-C-control-out,1413.343797801901,1133.6211781904037,2004.936154702055
12-C-out,1574.2599930124775,2415.4200401668513,3197.317740171611
13-A-control-out,1816.553993262826,1651.8706093606415,2724.6077127261606
13-A-out,2159.6300359796664,2584.5222073326977,3787.3793428724102
13-B-control-out,2237.365612815856,2036.604432805315,3361.838019618273
13-B-out,2565.49311655264,3179.6253679969755,4558.475391569786
13-C-control-out,2368.252168371706,2424.737626243974,3774.8348795555817
13-C-out,2472.619466654668,3085.4461701576415,4398.615223885602
14-A-control-out,1637.0850486347583,1855.3318802795304,2757.68178633904
14-A-out,2078.4474820948576,2622.8863354301293,3704.202091797293
14-B-control-out,1213.8598242318371,1129.107160494571,1852.636273273803
14-B-out,1150.0162052113658,1522.0191028971685,2123.240274847539
14-C-control-out,1232.045842404141,1264.6964581656541,1971.3199669690605
14-C-out,1731.8723094640582,2460.2028331429565,3319.284834516337
15-A-control-out,1738.5541065117422,1183.0004293186869,2312.582760047621
15-A-out,1581.0357628026472,1483.6122989272371,2424.650340410765
15-B-control-out,1603.5167224926195,1084.032339947869,2131.524618097876
15-B-out,2148.5233871778164,3169.0289571081375,4262.477739191596
15-C-control-out,1555.5946231508506,1194.2362987581862,2172.382657793192
15-C-out,1877.0266152806953,2445.8353715039884,3435.4545021089657
16-A-control-out,1433.9145006837184,1321.1246039394102,2160.731407441274
16-A-out,1454.9911789799705,1565.9216042941866,2380.013439567571
16-B-control-out,1646.0652970987155,1674.7976470824333,2613.2489196422052
16-B-out,1812.2196304039985,2446.047339691978,3424.4208979527966
16-C-control-out,1315.7707148527857,1337.7729467615495,2086.96488826508
16-C-out,1349.5992649861928,1638.6219660875838,2371.9678151515045
17-A-control-out,3255.4629226764396,2336.584052066793,4426.333183637731
17-A-out,3559.7966427074703,3026.6517236446216,5164.853816917009
17-B-control-out,3587.9695124841587,2401.764220350393,4733.67397067537
17-B-out,3501.2433571618985,2838.469415700145,4949.310310324246
17-C-control-out,2666.018755818024,2023.7744875215967,3652.7505381062515
17-C-out,2219.9517742597163,1974.078791717061,3365.295310811119
18-A-control-out,1945.3784310328588,1569.351614367911,2774.364110582465
18-A-out,2204.002431989738,2031.683942204048,3306.8717785761037
18-B-control-out,1803.3915064889115,1616.2680467520804,2696.2101701634792
18-B-out,1879.977882600355,1905.660822433663,2994.209333257215
18-C-control-out,2049.181578783943,2026.605939421903,3225.2417199285105
18-C-out,2564.822399465891,3191.8474189692224,4605.875275729648
19-A-control-out,973.6218536169042,1441.9072173460856,1922.0706120660452
19-A-out,1327.8342235448024,1915.2366331423043,2584.5165830220863
19-B-control-out,1312.1315154216018,1390.0300231464232,2155.889489877112
19-B-out,1479.9523926589725,1636.4581858573574,2456.870037260376
19-C-control-out,1080.3705365201968,1308.144736115311,1890.7497831622202
19-C-out,1270.689675565171,1835.0144736720542,2478.1833863940897
2-A-baseline-out,1004.0501220000016,865.6958484779989,1473.1358798136823
2-A-out,1321.0920669806042,1457.1928411873312,2194.45953132409
2-B-baseline-out,1439.0893872080003,1083.1527256020004,2011.8097473887333
2-B-out,1131.5289281100017,1324.3642837920024,1932.564952816771
2-C-baseline-out,1066.4016830360122,959.6178350629419,1592.9168563337184
2-C-out,1316.2278433599986,1946.528030731999,2600.679366674769
20-A-control-out,1687.565225997705,1341.1397454582946,2367.7552402867873
20-A-out,2097.4451768401295,2110.9295315334753,3297.631376517148
20-B-control-out,2114.058220882189,1515.9291074908037,2826.5563779543654
20-B-out,1552.2211025685642,1569.3568362076023,2460.8341575682757
20-C-control-out,1510.970741512535,1222.4617321816236,2156.0890257278656
20-C-out,2222.3386680088242,2007.4032788316342,3332.7373898443047
21-A-control-out,1773.1696127017542,1349.0186300621517,2459.330331626652
21-A-out,1890.8306628716716,1601.9843085655896,2724.2650688336903
21-B-control-out,1413.3335916012302,1134.4678411475138,2020.8784812260803
21-B-out,1983.8001842423912,1774.9383787603983,2976.6290570714777
21-C-control-out,2215.215288737401,1725.289389597381,3127.1460608830503
21-C-out,2444.3699569930845,1825.3820271965285,3356.5632766796552
22-A-control-out,1093.1170359962707,897.3864999997808,1559.9479082411817
22-A-out,1021.4029727483171,1107.6268770307338,1683.020631904285
22-B-control-out,1000.8490719818618,853.3598322464799,1467.9262862449596
22-B-out,1029.973931963772,1286.5075954260772,1836.1556216548133
22-C-control-out,1076.550436957925,899.0135920451773,1549.3400804280307
22-C-out,1021.8188168353029,1403.1375608484527,1924.184426068714
23-A-control-out,1764.7774543898834,1902.1880448144925,2888.2986480412515
23-A-out,1789.2837105465446,2413.3063591650684,3334.171933316137
23-B-control-out,1662.5158309737164,1614.042230502347,2592.354510210333
23-B-out,1779.6856980598388,2652.438000992968,3528.170931623954
23-C-control-out,1749.1993147114893,1554.798880062881,2604.2388437874306
23-C-out,2938.8196565866424,6886.77812231735,8097.858814758085
24-A-control-out,857.2457128813674,1229.2050002160256,1659.2272240749926
24-A-out,861.0563286497184,1509.6228970527711,1908.7282734617388
24-B-control-out,863.5122071193772,1234.708667572074,1669.768657772636
24-B-out,801.5968458997545,1394.516517640197,1768.2772875218066
24-C-control-out,976.1174894192036,1123.4024252195788,1644.8436523948449
24-C-out,860.7307904711016,1744.3718431762222,2128.466200953824
25-A-control-out,1190.9991950470985,1031.2533952861295,1737.0791308454532
25-A-out,1012.0858480282017,1295.215590758429,1830.0667411909155
25-B-control-out,1284.896722384046,1060.590812930494,1826.5538731338975
25-B-out,1080.7336822865934,1104.878775416281,1730.3880373177217
25-C-control-out,959.7920789062073,871.0071976547559,1442.9629532015147
25-C-out,1165.4473725715632,1391.2194879326287,2032.7080629959096
26-A-control-out,1433.2083746084354,1276.6246569131083,2141.498015221289
26-A-out,1635.1008761722846,2417.703734637968,3222.4498473010913
26-B-control-out,1313.8037659758575,990.3312772901511,1823.0966730264824
26-B-out,2231.180382515219,5534.300723959359,6439.134804324079
26-C-control-out,1375.790836850978,1096.6785357437914,1946.9998848496436
26-C-out,1980.8786211764454,3680.0529781908954,4593.15106939959
3-A-control-out,1705.5756122259977,1185.6282128839991,2288.705790882489
3-A-out,1840.8623801788056,1382.9084058010433,2524.4740600067817
3-B-control-out,1553.1180242153719,1284.349626751951,2244.410805656326
3-B-out,1651.624524168665,2163.949515892783,3046.9981428427313
3-C-control-out,1578.1613309077302,1159.9054401583771,2164.8567380000404
3-C-out,2066.11244289414,1901.6146560962304,3110.3809821258633
4-A-control-out,1026.9940851615647,1292.553423316848,1827.1976806375958
4-A-out,1010.0765977313409,1604.435793875137,2095.64918004011
4-B-control-out,939.5550996530802,1122.8342102974377,1625.4109188969278
4-B-out,977.1822232606202,1708.0796521476725,2156.568134647571
4-C-control-out,1087.6270273214072,1370.3211133474563,1948.1931664848028
4-C-out,1021.8881896051274,1936.7283094214476,2390.2472999025304
5-A-control-out,1851.255754545349,1323.8611003831354,2506.1389462220664
5-A-out,1400.4194250083615,1431.9434669142315,2239.872257802506
5-B-control-out,1798.5078724291382,1350.2509345859094,2484.6130152700825
5-B-out,1841.0320080572992,1598.384255024732,2706.993600309734
5-C-control-out,2332.368090535601,1688.435398905726,3125.320779380343
5-C-out,1763.4888367065316,1548.6135752736398,2590.3197754417743
6-A-baseline-out,1020.0420284045682,1704.5928132465167,2198.784025139683
6-A-out,1530.6885219806795,3875.3147956387797,4528.036934324929
6-B-baseline-out,1442.3377621950417,2716.161830842051,3387.809452125934
6-B-out,1536.0719949858064,6093.043961444329,6565.024561499597
6-C-control-out,1227.6071313844595,1632.9237573217333,2251.052149083593
6-C-out,2223.433161088793,8520.957338031207,9359.822896651995
7-A-control-out,1734.8902055249928,1257.2101390148036,2368.724679136567
7-A-out,1695.3827903469255,2826.8778496369305,3637.600733306248
7-B-control-out,1734.8902055249928,1257.2101390148036,2368.724679136567
7-B-out,2128.187943540126,1970.6318383814494,3246.4137260149723
7-C-control-out,1901.087543555392,1881.1905480304904,2985.498619701736
7-C-out,2293.6905741708656,1981.1496882941628,3379.4608692418465
8-A-control-out,1758.3878943339034,1605.1706591617315,2627.725873456183
8-A-out,1695.3827903469255,2826.8778496369305,3637.600733306248
8-B-control-out,2013.8050395978375,2293.0816643383996,3438.177137846053
8-B-out,1763.5472354202816,2529.354997034596,3433.630802092184
8-C-control-out,1901.087543555392,1881.1905480304904,2985.498619701736
8-C-out,1606.5589911845227,2346.5461357328018,3147.6991738082475
9-A-control-out,1574.2836256519854,1159.7508675306353,2169.0697277427867
9-A-out,1462.3936162382602,1338.5395509339394,2204.338744307749
9-B-baseline-out,1657.507683790793,1103.9422195545856,2194.1970875250054
9-B-out,1791.313744928,3316.5886176639974,4102.634222702394
9-C-baseline-out,1552.4684458532633,1022.0010261040799,2046.7431988605038
9-C-out,1416.5185945670785,1886.6640859195647,2617.5113386062244
